date,product_id,warehouse_id,stock_on_hand,stock_received,stock_sold
2024-01-18,99,1,162,33,35
2024-01-18,65,1,50,9,22
2024-01-18,93,1,235,1,34
2024-01-18,4,1,83,46,1
2024-01-18,88,1,11,15,24
2024-01-18,24,1,0,1,26
2024-01-18,86,1,314,29,9
2024-01-18,77,1,186,41,15
2024-01-18,39,1,154,47,7
2024-01-18,127,1,96,44,24
2024-01-18,79,1,200,49,37
2024-01-18,68,1,91,28,5
2024-01-18,129,1,33,43,34
2024-01-18,90,1,218,6,9
2024-01-18,107,1,238,27,35
2024-01-18,61,1,305,36,19
2024-01-18,43,1,67,10,18
2024-01-18,26,1,245,44,3
2024-01-18,82,1,307,36,18
2024-01-18,142,1,250,30,27
2024-01-18,97,1,236,43,37
2024-01-18,42,1,83,41,0
2024-01-18,33,1,231,27,3
2024-01-18,103,1,215,17,38
2024-01-18,29,1,242,17,5
2024-01-18,1,1,139,11,24
2024-01-18,35,1,123,0,7
2024-01-18,85,1,282,42,17
2024-01-18,84,1,270,8,4
2024-01-18,132,1,167,3,28
2024-01-18,40,1,295,0,2
2024-01-18,124,1,185,7,17
2024-01-18,96,1,88,19,30
2024-01-18,94,1,14,1,16
2024-01-18,80,1,71,6,8
2024-01-18,5,1,36,16,8
2024-01-18,64,1,235,36,23
2024-01-18,58,1,112,7,24
2024-01-18,2,1,163,1,9
2024-01-18,76,1,134,47,15
2024-01-18,37,1,173,30,10
2024-01-18,68,2,175,1,30
2024-01-18,123,2,25,31,28
2024-01-18,106,2,173,7,1
2024-01-18,44,2,293,28,16
2024-01-18,51,2,59,42,33
2024-01-18,149,2,210,11,11
2024-01-18,101,2,101,15,24
2024-01-18,32,2,305,23,11
2024-01-18,103,2,188,44,15
2024-01-18,107,2,249,48,32
2024-01-18,125,2,238,17,32
2024-01-18,75,2,78,18,13
2024-01-18,38,2,273,22,4
2024-01-18,140,2,228,35,23
2024-01-18,148,2,280,38,5
2024-01-18,141,2,228,44,3
2024-01-18,92,2,88,38,36
2024-01-18,79,2,254,46,30
2024-01-18,87,2,192,16,22
2024-01-18,104,2,151,19,12
2024-01-18,122,2,183,40,2
2024-01-18,60,2,101,42,9
2024-01-18,117,2,212,12,13
2024-01-18,96,2,238,38,30
2024-01-18,23,2,71,36,8
2024-01-18,94,2,85,12,29
2024-01-18,37,2,229,40,9
2024-01-18,89,2,87,41,13
2024-01-18,5,2,51,47,19
2024-01-18,33,2,279,37,38
2024-01-18,12,2,291,41,31
2024-01-18,42,2,153,13,5
2024-01-18,65,2,83,13,11
2024-01-18,7,2,32,26,25
2024-01-18,116,2,161,7,9
2024-01-18,22,2,258,25,7
2024-01-18,128,2,145,19,16
2024-01-18,40,2,51,28,13
2024-01-18,56,2,222,12,28
2024-01-18,100,2,69,45,32
2024-01-18,121,2,319,38,18
2024-01-18,110,2,129,13,36
2024-01-18,111,2,104,23,33
2024-01-18,91,2,58,29,8
2024-01-18,53,2,193,35,7
2024-01-18,72,2,56,19,31
2024-01-18,145,2,114,47,17
2024-01-18,83,2,64,27,32
2024-01-18,127,2,167,3,19
2024-01-18,114,2,168,30,37
2024-01-18,18,3,57,40,16
2024-01-18,41,3,281,44,12
2024-01-18,64,3,88,38,1
2024-01-18,50,3,145,31,39
2024-01-18,146,3,219,24,2
2024-01-18,97,3,166,37,2
2024-01-18,36,3,54,4,23
2024-01-18,19,3,126,33,38
2024-01-18,87,3,215,23,35
2024-01-18,39,3,322,35,6
2024-01-18,141,3,228,5,27
2024-01-18,130,3,279,33,28
2024-01-18,126,3,78,3,13
2024-01-18,150,3,141,24,38
2024-01-18,43,3,202,14,18
2024-01-18,11,3,48,10,19
2024-01-18,15,3,238,24,15
2024-01-18,129,3,45,0,39
2024-01-18,147,3,24,0,20
2024-01-18,81,3,86,26,9
2024-01-18,117,3,244,11,27
2024-01-18,69,3,218,31,32
2024-01-18,76,3,77,41,25
2024-01-18,27,3,265,49,1
2024-01-18,58,3,231,30,22
2024-01-18,122,3,179,27,14
2024-01-18,31,3,168,11,1
2024-01-18,46,3,213,43,36
2024-01-18,5,3,53,37,24
2024-01-18,128,3,35,41,35
2024-01-18,88,3,93,45,4
2024-01-18,1,3,199,4,15
2024-01-18,85,3,240,36,36
2024-01-18,145,3,167,5,17
2024-01-18,48,3,214,41,30
2024-01-18,89,3,224,10,25
2024-01-18,30,3,214,26,18
2024-01-18,74,3,180,19,2
2024-01-18,9,3,148,38,28
2024-01-18,86,3,96,48,0
2024-01-18,80,3,147,29,39
2024-01-18,14,3,272,26,7
2024-01-18,72,3,258,34,35
2024-01-18,75,3,242,35,24
2024-01-18,79,3,134,44,16
2024-01-18,7,3,83,24,30
2024-01-18,94,3,282,34,3
2024-01-18,110,3,128,19,0
2024-01-18,13,3,194,33,9
2024-01-18,51,3,313,48,23
2024-01-18,103,4,133,32,4
2024-01-18,67,4,34,21,21
2024-01-18,145,4,195,16,27
2024-01-18,55,4,190,21,20
2024-01-18,28,4,113,16,4
2024-01-18,50,4,278,16,3
2024-01-18,86,4,41,6,24
2024-01-18,20,4,261,39,8
2024-01-18,63,4,100,8,22
2024-01-18,53,4,37,31,30
2024-01-18,80,4,114,47,38
2024-01-18,71,4,216,34,29
2024-01-18,16,4,144,39,36
2024-01-18,18,4,215,5,33
2024-01-18,36,4,261,24,12
2024-01-18,33,4,258,37,1
2024-01-18,57,4,228,10,23
2024-01-18,45,4,93,39,34
2024-01-18,62,4,223,37,1
2024-01-18,34,4,97,36,33
2024-01-18,29,4,56,8,5
2024-01-18,79,4,266,46,36
2024-01-18,19,4,166,31,16
2024-01-18,60,4,71,41,32
2024-01-18,83,4,284,47,8
2024-01-18,31,4,153,38,29
2024-01-18,94,4,151,19,38
2024-01-18,22,4,256,40,34
2024-01-18,24,4,62,22,36
2024-01-18,25,4,159,22,38
2024-01-18,116,4,34,18,29
2024-01-18,88,4,133,49,35
2024-01-18,149,4,150,3,8
2024-01-18,49,4,271,1,28
2024-01-18,134,4,99,5,35
2024-01-18,39,4,283,20,21
2024-01-18,30,4,156,33,25
2024-01-18,69,4,118,35,4
2024-01-18,23,4,209,47,1
2024-01-18,119,4,220,15,21
2024-01-18,125,4,101,23,3
2024-01-18,133,4,72,17,16
2024-01-18,97,4,158,9,0
2024-01-18,115,4,209,48,21
2024-01-18,137,4,176,16,11
2024-01-18,98,4,125,29,29
2024-01-18,48,4,144,49,37
2024-01-18,75,4,214,29,11
2024-01-18,104,4,78,30,17
2024-01-18,35,4,305,42,1
2024-01-19,135,1,207,3,2
2024-01-19,71,1,278,46,5
2024-01-19,118,1,301,43,37
2024-01-19,4,1,51,9,25
2024-01-19,130,1,132,26,13
2024-01-19,79,1,175,11,22
2024-01-19,62,1,99,8,23
2024-01-19,16,1,56,24,16
2024-01-19,85,1,73,2,20
2024-01-19,144,1,138,13,38
2024-01-19,70,1,81,17,30
2024-01-19,99,1,154,37,19
2024-01-19,75,1,209,45,3
2024-01-19,129,1,196,10,0
2024-01-19,7,1,148,43,32
2024-01-19,14,1,212,35,17
2024-01-19,40,1,53,30,34
2024-01-19,113,1,164,14,5
2024-01-19,8,1,230,39,21
2024-01-19,23,1,93,12,23
2024-01-19,81,1,131,44,3
2024-01-19,63,1,62,11,12
2024-01-19,3,1,43,15,5
2024-01-19,82,1,264,47,30
2024-01-19,30,1,267,36,34
2024-01-19,90,1,255,9,16
2024-01-19,49,1,49,41,29
2024-01-19,147,1,254,18,14
2024-01-19,96,1,294,43,21
2024-01-19,102,1,48,38,29
2024-01-19,51,1,113,31,24
2024-01-19,34,1,234,4,29
2024-01-19,65,1,164,38,26
2024-01-19,111,1,210,14,7
2024-01-19,2,1,271,8,10
2024-01-19,119,1,103,21,33
2024-01-19,88,1,212,41,14
2024-01-19,149,1,274,0,23
2024-01-19,19,1,69,2,13
2024-01-19,131,1,238,31,37
2024-01-19,76,1,100,45,5
2024-01-19,109,1,259,38,24
2024-01-19,134,1,50,10,36
2024-01-19,104,1,219,45,21
2024-01-19,114,1,289,38,9
2024-01-19,143,1,192,0,33
2024-01-19,48,1,211,35,26
2024-01-19,150,1,101,5,30
2024-01-19,20,1,189,35,20
2024-01-19,121,1,304,40,27
2024-01-19,13,2,124,35,35
2024-01-19,123,2,36,2,4
2024-01-19,28,2,248,32,29
2024-01-19,5,2,10,15,39
2024-01-19,73,2,90,47,10
2024-01-19,9,2,235,35,29
2024-01-19,150,2,195,18,38
2024-01-19,139,2,67,5,32
2024-01-19,19,2,247,21,35
2024-01-19,6,2,204,22,25
2024-01-19,71,2,26,30,28
2024-01-19,135,2,130,37,24
2024-01-19,87,2,261,11,21
2024-01-19,60,2,182,19,28
2024-01-19,110,2,267,28,26
2024-01-19,27,2,83,16,4
2024-01-19,128,2,130,44,12
2024-01-19,86,2,142,17,1
2024-01-19,118,2,75,12,3
2024-01-19,42,2,273,24,10
2024-01-19,107,2,62,41,11
2024-01-19,29,2,188,8,37
2024-01-19,75,2,331,42,9
2024-01-19,132,2,243,14,22
2024-01-19,47,2,166,36,33
2024-01-19,145,2,264,44,31
2024-01-19,117,2,333,45,4
2024-01-19,33,2,43,21,38
2024-01-19,20,2,126,47,17
2024-01-19,130,2,185,49,0
2024-01-19,68,2,109,49,18
2024-01-19,1,2,54,3,2
2024-01-19,7,2,145,38,18
2024-01-19,95,2,150,45,35
2024-01-19,74,2,82,42,2
2024-01-19,37,2,183,16,6
2024-01-19,126,2,296,42,17
2024-01-19,50,2,90,45,5
2024-01-19,79,2,202,28,8
2024-01-19,138,2,87,16,11
2024-01-19,48,2,105,35,23
2024-01-19,49,2,286,29,28
2024-01-19,84,2,148,38,27
2024-01-19,14,2,127,49,16
2024-01-19,62,2,103,0,16
2024-01-19,140,2,212,45,8
2024-01-19,69,2,293,47,32
2024-01-19,12,2,208,7,5
2024-01-19,15,2,225,5,28
2024-01-19,146,2,127,11,8
2024-01-19,1,3,248,22,33
2024-01-19,24,3,108,16,9
2024-01-19,118,3,58,43,7
2024-01-19,35,3,241,23,2
2024-01-19,21,3,131,35,21
2024-01-19,6,3,164,23,8
2024-01-19,143,3,33,20,33
2024-01-19,140,3,117,36,6
2024-01-19,45,3,278,13,33
2024-01-19,146,3,285,43,24
2024-01-19,86,3,285,47,14
2024-01-19,131,3,261,20,6
2024-01-19,115,3,271,20,39
2024-01-19,76,3,238,16,33
2024-01-19,84,3,221,34,38
2024-01-19,149,3,249,4,29
2024-01-19,141,3,69,14,38
2024-01-19,44,3,19,1,23
2024-01-19,135,3,34,43,31
2024-01-19,147,3,81,5,31
2024-01-19,53,3,238,44,26
2024-01-19,103,3,157,12,13
2024-01-19,60,3,27,13,15
2024-01-19,25,3,147,19,15
2024-01-19,123,3,243,33,15
2024-01-19,78,3,164,27,17
2024-01-19,71,3,271,44,33
2024-01-19,11,3,171,44,6
2024-01-19,36,3,278,38,20
2024-01-19,125,3,59,27,31
2024-01-19,68,3,176,15,9
2024-01-19,106,3,102,47,14
2024-01-19,113,3,54,5,32
2024-01-19,50,3,77,38,11
2024-01-19,82,3,164,9,33
2024-01-19,8,3,203,9,10
2024-01-19,38,3,191,13,2
2024-01-19,116,3,70,6,3
2024-01-19,91,3,180,9,14
2024-01-19,22,3,138,3,3
2024-01-19,96,3,301,35,26
2024-01-19,42,3,100,44,33
2024-01-19,32,3,225,32,7
2024-01-19,130,3,247,35,4
2024-01-19,133,3,96,46,9
2024-01-19,129,3,167,6,11
2024-01-19,7,3,209,27,12
2024-01-19,75,3,320,48,21
2024-01-19,26,3,259,26,7
2024-01-19,124,3,126,40,4
2024-01-19,2,4,148,1,39
2024-01-19,21,4,178,26,7
2024-01-19,4,4,251,46,13
2024-01-19,87,4,239,16,25
2024-01-19,10,4,176,19,9
2024-01-19,79,4,160,17,29
2024-01-19,102,4,196,23,9
2024-01-19,13,4,204,36,6
2024-01-19,88,4,179,9,32
2024-01-19,58,4,26,6,5
2024-01-19,33,4,277,12,12
2024-01-19,53,4,147,18,18
2024-01-19,27,4,106,37,1
2024-01-19,72,4,315,25,5
2024-01-19,12,4,161,22,14
2024-01-19,141,4,148,27,34
2024-01-19,55,4,194,49,23
2024-01-19,83,4,101,48,35
2024-01-19,45,4,110,28,15
2024-01-19,115,4,110,1,24
2024-01-19,56,4,202,49,12
2024-01-19,23,4,94,16,27
2024-01-19,22,4,222,38,0
2024-01-19,92,4,171,20,0
2024-01-19,44,4,191,31,0
2024-01-19,142,4,252,45,16
2024-01-19,15,4,201,6,2
2024-01-19,49,4,168,25,30
2024-01-19,124,4,38,2,27
2024-01-19,47,4,28,16,37
2024-01-19,148,4,27,1,7
2024-01-19,70,4,127,36,34
2024-01-19,90,4,126,38,10
2024-01-19,119,4,80,1,36
2024-01-19,78,4,153,39,12
2024-01-19,131,4,293,16,14
2024-01-19,36,4,161,12,21
2024-01-19,69,4,126,35,9
2024-01-19,125,4,66,29,12
2024-01-19,132,4,301,45,29
2024-01-19,118,4,146,34,1
2024-01-19,38,4,36,18,38
2024-01-19,135,4,252,2,24
2024-01-19,145,4,17,21,37
2024-01-19,6,4,280,38,1
2024-01-19,137,4,228,42,2
2024-01-19,80,4,97,7,25
2024-01-19,85,4,97,10,0
2024-01-19,106,4,215,27,9
2024-01-19,71,4,142,22,2
2024-01-20,150,1,12,16,26
2024-01-20,29,1,95,28,1
2024-01-20,106,1,214,35,33
2024-01-20,82,1,147,25,0
2024-01-20,51,1,272,13,17
2024-01-20,28,1,214,21,15
2024-01-20,114,1,111,21,15
2024-01-20,83,1,42,5,24
2024-01-20,32,1,177,1,6
2024-01-20,115,1,300,19,1
2024-01-20,53,1,297,31,18
2024-01-20,19,1,117,26,13
2024-01-20,137,1,179,3,20
2024-01-20,89,1,87,1,16
2024-01-20,13,1,55,39,23
2024-01-20,26,1,171,37,11
2024-01-20,122,1,59,22,33
2024-01-20,88,1,207,23,24
2024-01-20,58,1,23,2,24
2024-01-20,4,1,101,47,7
2024-01-20,71,1,146,34,26
2024-01-20,102,1,169,40,37
2024-01-20,140,1,109,47,31
2024-01-20,92,1,173,31,17
2024-01-20,86,1,40,7,32
2024-01-20,139,1,52,37,13
2024-01-20,146,1,156,43,4
2024-01-20,93,1,70,18,6
2024-01-20,20,1,134,41,16
2024-01-20,73,1,145,45,26
2024-01-20,131,1,123,27,19
2024-01-20,41,1,132,18,31
2024-01-20,36,1,38,18,23
2024-01-20,12,1,158,16,17
2024-01-20,63,1,119,40,22
2024-01-20,87,1,52,15,15
2024-01-20,21,1,248,23,19
2024-01-20,25,1,196,30,39
2024-01-20,56,1,170,7,9
2024-01-20,138,1,92,31,9
2024-01-20,128,1,270,47,8
2024-01-20,57,1,298,47,19
2024-01-20,117,1,282,39,6
2024-01-20,49,1,190,46,18
2024-01-20,47,1,189,5,9
2024-01-20,37,1,209,15,10
2024-01-20,108,1,138,34,7
2024-01-20,103,1,226,2,1
2024-01-20,79,1,129,28,2
2024-01-20,68,1,57,21,33
2024-01-20,126,2,131,6,6
2024-01-20,121,2,248,12,16
2024-01-20,95,2,123,43,12
2024-01-20,55,2,18,4,38
2024-01-20,51,2,63,3,27
2024-01-20,122,2,148,15,36
2024-01-20,105,2,203,35,37
2024-01-20,149,2,101,34,24
2024-01-20,70,2,260,16,17
2024-01-20,125,2,213,11,32
2024-01-20,91,2,183,11,10
2024-01-20,68,2,262,26,24
2024-01-20,115,2,115,24,9
2024-01-20,117,2,102,2,21
2024-01-20,72,2,48,13,26
2024-01-20,45,2,98,19,17
2024-01-20,66,2,257,41,5
2024-01-20,116,2,289,36,28
2024-01-20,10,2,159,38,10
2024-01-20,86,2,98,24,29
2024-01-20,28,2,133,36,15
2024-01-20,54,2,207,31,8
2024-01-20,120,2,300,22,15
2024-01-20,1,2,174,18,1
2024-01-20,64,2,32,11,17
2024-01-20,109,2,182,37,36
2024-01-20,35,2,71,1,32
2024-01-20,76,2,23,26,29
2024-01-20,36,2,224,26,20
2024-01-20,53,2,170,47,24
2024-01-20,92,2,200,37,17
2024-01-20,146,2,192,31,24
2024-01-20,135,2,271,3,17
2024-01-20,143,2,298,34,34
2024-01-20,119,2,250,24,0
2024-01-20,83,2,193,24,31
2024-01-20,24,2,225,19,16
2024-01-20,97,2,160,12,24
2024-01-20,75,2,275,41,30
2024-01-20,108,2,96,0,15
2024-01-20,63,2,133,20,29
2024-01-20,20,2,17,2,33
2024-01-20,141,2,64,2,32
2024-01-20,93,2,269,44,4
2024-01-20,21,2,238,46,19
2024-01-20,65,2,238,38,39
2024-01-20,85,2,223,12,25
2024-01-20,42,2,212,9,28
2024-01-20,67,2,244,25,31
2024-01-20,147,2,265,37,23
2024-01-20,18,3,255,47,13
2024-01-20,76,3,93,44,32
2024-01-20,109,3,48,11,31
2024-01-20,58,3,290,23,13
2024-01-20,95,3,52,4,31
2024-01-20,64,3,310,45,3
2024-01-20,100,3,301,29,16
2024-01-20,107,3,242,43,35
2024-01-20,26,3,139,34,32
2024-01-20,111,3,162,35,16
2024-01-20,130,3,72,39,12
2024-01-20,94,3,58,13,31
2024-01-20,2,3,230,21,15
2024-01-20,29,3,223,11,17
2024-01-20,120,3,321,45,1
2024-01-20,57,3,177,2,28
2024-01-20,72,3,176,7,10
2024-01-20,144,3,102,3,8
2024-01-20,34,3,296,48,15
2024-01-20,43,3,44,21,6
2024-01-20,79,3,36,28,35
2024-01-20,55,3,289,45,13
2024-01-20,121,3,242,21,22
2024-01-20,77,3,255,25,26
2024-01-20,106,3,31,11,18
2024-01-20,65,3,82,33,31
2024-01-20,110,3,10,20,34
2024-01-20,20,3,193,11,6
2024-01-20,131,3,134,1,24
2024-01-20,108,3,142,37,5
2024-01-20,123,3,297,34,9
2024-01-20,137,3,237,8,19
2024-01-20,68,3,249,34,36
2024-01-20,62,3,103,7,30
2024-01-20,41,3,205,15,27
2024-01-20,114,3,174,31,27
2024-01-20,32,3,260,29,8
2024-01-20,132,3,231,23,27
2024-01-20,80,3,109,14,38
2024-01-20,51,3,175,32,33
2024-01-20,49,3,94,33,9
2024-01-20,82,3,154,44,29
2024-01-20,124,3,145,10,33
2024-01-20,24,3,284,12,24
2024-01-20,117,3,260,0,4
2024-01-20,99,3,303,21,6
2024-01-20,112,3,190,44,22
2024-01-20,42,3,173,5,19
2024-01-20,35,3,116,8,27
2024-01-20,145,3,96,31,10
2024-01-20,15,4,302,21,5
2024-01-20,37,4,249,13,35
2024-01-20,108,4,117,39,1
2024-01-20,6,4,143,19,21
2024-01-20,96,4,275,38,3
2024-01-20,58,4,106,45,23
2024-01-20,59,4,89,23,29
2024-01-20,30,4,191,18,36
2024-01-20,101,4,134,39,3
2024-01-20,48,4,168,19,19
2024-01-20,109,4,279,9,29
2024-01-20,128,4,154,47,39
2024-01-20,55,4,114,39,37
2024-01-20,18,4,245,7,28
2024-01-20,145,4,220,9,4
2024-01-20,42,4,73,48,34
2024-01-20,65,4,282,11,20
2024-01-20,28,4,267,13,20
2024-01-20,90,4,203,26,35
2024-01-20,86,4,270,21,14
2024-01-20,111,4,306,19,2
2024-01-20,20,4,49,8,18
2024-01-20,56,4,82,33,3
2024-01-20,78,4,52,42,36
2024-01-20,3,4,160,44,16
2024-01-20,119,4,271,49,30
2024-01-20,53,4,110,5,30
2024-01-20,41,4,176,12,20
2024-01-20,14,4,262,15,20
2024-01-20,52,4,186,47,12
2024-01-20,76,4,220,30,8
2024-01-20,22,4,67,40,28
2024-01-20,104,4,292,14,17
2024-01-20,45,4,174,4,17
2024-01-20,8,4,88,0,18
2024-01-20,60,4,114,25,28
2024-01-20,49,4,214,18,17
2024-01-20,98,4,302,26,5
2024-01-20,21,4,179,30,39
2024-01-20,46,4,275,43,17
2024-01-20,71,4,178,22,27
2024-01-20,12,4,247,24,6
2024-01-20,80,4,308,19,4
2024-01-20,92,4,54,41,39
2024-01-20,114,4,109,14,34
2024-01-20,40,4,177,0,20
2024-01-20,29,4,127,43,39
2024-01-20,102,4,46,29,37
2024-01-20,77,4,115,1,7
2024-01-20,62,4,71,3,36
2024-01-21,25,1,280,28,4
2024-01-21,44,1,274,10,31
2024-01-21,144,1,111,33,7
2024-01-21,20,1,95,20,14
2024-01-21,137,1,256,4,2
2024-01-21,119,1,145,42,15
2024-01-21,14,1,164,8,34
2024-01-21,127,1,41,45,33
2024-01-21,5,1,266,9,19
2024-01-21,65,1,184,5,1
2024-01-21,10,1,63,2,35
2024-01-21,117,1,84,34,14
2024-01-21,99,1,291,21,3
2024-01-21,26,1,244,16,4
2024-01-21,112,1,19,23,30
2024-01-21,62,1,152,48,6
2024-01-21,43,1,174,23,18
2024-01-21,17,1,149,26,5
2024-01-21,123,1,91,30,24
2024-01-21,42,1,233,9,9
2024-01-21,88,1,39,3,33
2024-01-21,134,1,149,16,10
2024-01-21,122,1,274,43,32
2024-01-21,101,1,52,24,20
2024-01-21,124,1,81,37,34
2024-01-21,114,1,254,14,5
2024-01-21,142,1,152,35,19
2024-01-21,107,1,141,11,34
2024-01-21,105,1,92,26,16
2024-01-21,74,1,121,10,38
2024-01-21,2,1,37,1,28
2024-01-21,76,1,196,23,23
2024-01-21,79,1,158,42,8
2024-01-21,7,1,179,13,24
2024-01-21,87,1,202,43,21
2024-01-21,9,1,32,26,39
2024-01-21,145,1,172,18,38
2024-01-21,34,1,45,25,5
2024-01-21,61,1,57,27,2
2024-01-21,92,1,272,12,12
2024-01-21,95,1,53,39,36
2024-01-21,133,1,192,16,8
2024-01-21,32,1,245,13,10
2024-01-21,75,1,114,13,6
2024-01-21,4,1,271,48,35
2024-01-21,33,1,148,43,25
2024-01-21,143,1,183,25,0
2024-01-21,147,1,61,36,6
2024-01-21,71,1,176,37,2
2024-01-21,78,1,188,25,29
2024-01-21,46,2,297,39,13
2024-01-21,55,2,96,33,27
2024-01-21,83,2,93,2,28
2024-01-21,150,2,173,38,3
2024-01-21,65,2,94,16,19
2024-01-21,27,2,49,45,28
2024-01-21,121,2,100,35,16
2024-01-21,147,2,277,49,3
2024-01-21,103,2,117,10,21
2024-01-21,49,2,93,7,27
2024-01-21,110,2,258,32,32
2024-01-21,76,2,47,35,26
2024-01-21,66,2,151,46,20
2024-01-21,114,2,191,32,2
2024-01-21,22,2,194,14,32
2024-01-21,31,2,223,30,34
2024-01-21,14,2,235,7,13
2024-01-21,61,2,202,32,33
2024-01-21,93,2,217,43,33
2024-01-21,26,2,131,48,6
2024-01-21,113,2,72,21,7
2024-01-21,47,2,15,2,9
2024-01-21,109,2,94,29,21
2024-01-21,94,2,6,0,32
2024-01-21,104,2,78,35,33
2024-01-21,36,2,167,30,23
2024-01-21,87,2,71,15,15
2024-01-21,42,2,51,19,26
2024-01-21,74,2,124,12,3
2024-01-21,7,2,255,44,39
2024-01-21,126,2,133,42,16
2024-01-21,128,2,146,28,27
2024-01-21,142,2,134,44,21
2024-01-21,67,2,162,24,2
2024-01-21,69,2,270,12,30
2024-01-21,56,2,213,40,17
2024-01-21,136,2,88,33,16
2024-01-21,39,2,191,20,35
2024-01-21,51,2,48,49,39
2024-01-21,122,2,142,11,27
2024-01-21,25,2,250,47,36
2024-01-21,41,2,183,34,14
2024-01-21,118,2,321,44,6
2024-01-21,9,2,198,24,34
2024-01-21,18,2,208,20,25
2024-01-21,86,2,268,13,3
2024-01-21,106,2,111,47,4
2024-01-21,133,2,242,6,22
2024-01-21,84,2,139,16,11
2024-01-21,137,2,107,10,33
2024-01-21,57,3,187,6,28
2024-01-21,47,3,263,7,38
2024-01-21,132,3,269,10,1
2024-01-21,127,3,154,5,28
2024-01-21,60,3,74,38,35
2024-01-21,89,3,283,48,35
2024-01-21,84,3,167,15,4
2024-01-21,16,3,100,33,33
2024-01-21,92,3,96,19,27
2024-01-21,63,3,269,18,2
2024-01-21,133,3,199,5,2
2024-01-21,5,3,166,41,23
2024-01-21,24,3,240,49,35
2024-01-21,71,3,197,40,37
2024-01-21,70,3,218,28,21
2024-01-21,135,3,255,23,12
2024-01-21,41,3,64,49,21
2024-01-21,75,3,217,21,4
2024-01-21,9,3,150,16,30
2024-01-21,139,3,67,32,38
2024-01-21,54,3,98,47,36
2024-01-21,144,3,125,42,13
2024-01-21,85,3,177,26,23
2024-01-21,150,3,265,7,38
2024-01-21,143,3,144,40,10
2024-01-21,14,3,147,26,26
2024-01-21,122,3,29,7,32
2024-01-21,99,3,103,33,15
2024-01-21,108,3,60,11,26
2024-01-21,102,3,229,16,19
2024-01-21,27,3,165,29,19
2024-01-21,93,3,144,17,17
2024-01-21,37,3,209,1,11
2024-01-21,33,3,48,9,10
2024-01-21,66,3,288,41,3
2024-01-21,55,3,27,10,23
2024-01-21,44,3,85,4,6
2024-01-21,95,3,266,42,35
2024-01-21,23,3,128,0,7
2024-01-21,49,3,128,3,13
2024-01-21,56,3,43,28,13
2024-01-21,103,3,241,8,25
2024-01-21,20,3,112,41,16
2024-01-21,68,3,283,45,2
2024-01-21,148,3,163,24,20
2024-01-21,120,3,192,0,0
2024-01-21,113,3,324,45,6
2024-01-21,69,3,250,14,39
2024-01-21,110,3,148,10,22
2024-01-21,88,3,79,26,16
2024-01-21,146,4,96,19,32
2024-01-21,120,4,138,49,9
2024-01-21,142,4,136,36,23
2024-01-21,25,4,254,20,39
2024-01-21,30,4,79,37,14
2024-01-21,93,4,93,44,13
2024-01-21,12,4,279,20,19
2024-01-21,92,4,132,39,22
2024-01-21,132,4,281,21,7
2024-01-21,41,4,131,37,17
2024-01-21,147,4,283,27,10
2024-01-21,113,4,108,1,36
2024-01-21,81,4,76,3,33
2024-01-21,69,4,48,12,6
2024-01-21,21,4,302,48,7
2024-01-21,114,4,255,46,36
2024-01-21,138,4,203,47,28
2024-01-21,135,4,48,22,37
2024-01-21,47,4,123,4,39
2024-01-21,144,4,204,13,1
2024-01-21,128,4,139,48,34
2024-01-21,119,4,235,27,7
2024-01-21,66,4,94,44,6
2024-01-21,14,4,49,16,9
2024-01-21,68,4,222,13,4
2024-01-21,2,4,59,45,23
2024-01-21,76,4,51,26,23
2024-01-21,145,4,135,10,17
2024-01-21,19,4,269,47,3
2024-01-21,99,4,283,43,31
2024-01-21,133,4,216,3,19
2024-01-21,6,4,187,2,24
2024-01-21,15,4,135,46,10
2024-01-21,106,4,144,35,5
2024-01-21,109,4,50,39,12
2024-01-21,110,4,61,36,36
2024-01-21,29,4,254,28,36
2024-01-21,3,4,62,19,31
2024-01-21,67,4,203,15,4
2024-01-21,141,4,255,20,13
2024-01-21,10,4,34,21,29
2024-01-21,64,4,77,4,28
2024-01-21,123,4,103,45,0
2024-01-21,56,4,304,16,2
2024-01-21,126,4,129,47,7
2024-01-21,9,4,274,27,3
2024-01-21,72,4,108,38,15
2024-01-21,44,4,203,7,14
2024-01-21,59,4,89,26,15
2024-01-21,23,4,224,9,6
2024-01-22,87,1,53,19,7
2024-01-22,26,1,283,26,33
2024-01-22,41,1,131,4,37
2024-01-22,132,1,269,7,18
2024-01-22,128,1,37,22,18
2024-01-22,99,1,139,9,30
2024-01-22,127,1,35,21,36
2024-01-22,131,1,232,42,34
2024-01-22,143,1,126,29,33
2024-01-22,35,1,145,3,3
2024-01-22,21,1,215,46,5
2024-01-22,118,1,20,4,38
2024-01-22,5,1,254,38,14
2024-01-22,113,1,17,29,37
2024-01-22,120,1,245,25,26
2024-01-22,6,1,98,27,4
2024-01-22,72,1,156,47,15
2024-01-22,7,1,67,17,12
2024-01-22,111,1,191,24,9
2024-01-22,10,1,112,9,5
2024-01-22,98,1,288,43,3
2024-01-22,94,1,166,33,18
2024-01-22,1,1,233,43,33
2024-01-22,70,1,292,30,15
2024-01-22,93,1,174,35,5
2024-01-22,62,1,250,22,38
2024-01-22,24,1,109,46,36
2024-01-22,146,1,101,42,18
2024-01-22,134,1,208,26,6
2024-01-22,4,1,94,13,14
